"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_goal_achieved","HR-PPO - rollout/perc_goal_achieved__MIN","HR-PPO - rollout/perc_goal_achieved__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_goal_achieved","PPO - rollout/perc_goal_achieved__MIN","PPO - rollout/perc_goal_achieved__MAX"
"13059996","","","","","","","1026","1026","1026","96.39964294433594","96.39964294433594","96.39964294433594"
"13062066","1072","1072","1072","92.97994232177734","92.97994232177734","92.97994232177734","","","","","",""
"13087268","","","","","","","1028","1028","1028","96.2999038696289","96.2999038696289","96.2999038696289"
"13092428","1074","1074","1074","93.66925048828125","93.66925048828125","93.66925048828125","","","","","",""
"13110449","1076","1076","1076","88.65784454345703","88.65784454345703","88.65784454345703","","","","","",""
"13110614","","","","","","","1030","1030","1030","96.41618347167969","96.41618347167969","96.41618347167969"
"13129216","1078","1078","1078","92.95498657226562","92.95498657226562","92.95498657226562","","","","","",""
"13138277","","","","","","","1032","1032","1032","96.11166381835938","96.11166381835938","96.11166381835938"
"13154841","1080","1080","1080","92.18524169921875","92.18524169921875","92.18524169921875","","","","","",""
"13162372","","","","","","","1034","1034","1034","96.1956558227539","96.1956558227539","96.1956558227539"
"13173513","1082","1082","1082","91.3978500366211","91.3978500366211","91.3978500366211","","","","","",""
"13189731","","","","","","","1036","1036","1036","96.47283172607422","96.47283172607422","96.47283172607422"
"13196961","1084","1084","1084","90.46105194091797","90.46105194091797","90.46105194091797","","","","","",""
"13215010","","","","","","","1038","1038","1038","95.59613037109375","95.59613037109375","95.59613037109375"
"13219590","1086","1086","1086","91.73553466796875","91.73553466796875","91.73553466796875","","","","","",""
"13245935","1088","1088","1088","92.72467803955078","92.72467803955078","92.72467803955078","","","","","",""
"13246384","","","","","","","1040","1040","1040","96.29019165039062","96.29019165039062","96.29019165039062"
"13268215","1090","1090","1090","91.69380950927734","91.69380950927734","91.69380950927734","","","","","",""
"13273307","","","","","","","1042","1042","1042","95.77465057373047","95.77465057373047","95.77465057373047"
"13294805","1092","1092","1092","92.42021179199219","92.42021179199219","92.42021179199219","","","","","",""
"13297552","","","","","","","1044","1044","1044","96.6173324584961","96.6173324584961","96.6173324584961"
"13317602","1094","1094","1094","92.29534149169922","92.29534149169922","92.29534149169922","","","","","",""
"13324028","","","","","","","1046","1046","1046","96.3760986328125","96.3760986328125","96.3760986328125"
"13349238","1096","1096","1096","92.09622192382812","92.09622192382812","92.09622192382812","","","","","",""
"13354292","","","","","","","1048","1048","1048","94.8490219116211","94.8490219116211","94.8490219116211"
"13374192","1098","1098","1098","93.01634216308594","93.01634216308594","93.01634216308594","","","","","",""
"13379241","","","","","","","1050","1050","1050","95.04950714111328","95.04950714111328","95.04950714111328"
"13394247","1100","1100","1100","91.00917053222656","91.00917053222656","91.00917053222656","","","","","",""
"13409440","","","","","","","1052","1052","1052","95.59859466552734","95.59859466552734","95.59859466552734"
"13424177","1102","1102","1102","91.49198150634766","91.49198150634766","91.49198150634766","","","","","",""
"13438566","","","","","","","1054","1054","1054","95.35519409179688","95.35519409179688","95.35519409179688"
"13461197","1104","1104","1104","95.44513702392578","95.44513702392578","95.44513702392578","","","","","",""
"13466736","","","","","","","1056","1056","1056","96.5391616821289","96.5391616821289","96.5391616821289"
"13488249","1106","1106","1106","92.43028259277344","92.43028259277344","92.43028259277344","","","","","",""
"13498068","","","","","","","1058","1058","1058","96.36824035644531","96.36824035644531","96.36824035644531"
"13510909","1108","1108","1108","92.38249969482422","92.38249969482422","92.38249969482422","","","","","",""
"13521404","","","","","","","1060","1060","1060","95.8286361694336","95.8286361694336","95.8286361694336"
"13538505","1110","1110","1110","93.51351165771484","93.51351165771484","93.51351165771484","","","","","",""
"13551896","","","","","","","1062","1062","1062","96.01417541503906","96.01417541503906","96.01417541503906"
"13564088","1112","1112","1112","92.88824462890625","92.88824462890625","92.88824462890625","","","","","",""
"13578668","","","","","","","1064","1064","1064","96.59659576416016","96.59659576416016","96.59659576416016"
"13590911","1114","1114","1114","95.67723083496094","95.67723083496094","95.67723083496094","","","","","",""
"13605722","","","","","","","1066","1066","1066","97.58308410644531","97.58308410644531","97.58308410644531"
"13617561","1116","1116","1116","95.65807342529297","95.65807342529297","95.65807342529297","","","","","",""
"13633024","","","","","","","1068","1068","1068","96.53807830810547","96.53807830810547","96.53807830810547"
"13643951","1118","1118","1118","95.85635375976562","95.85635375976562","95.85635375976562","","","","","",""
"13657049","","","","","","","1070","1070","1070","95.28619384765625","95.28619384765625","95.28619384765625"
"13664620","1120","1120","1120","90.77181243896484","90.77181243896484","90.77181243896484","","","","","",""
"13683811","","","","","","","1072","1072","1072","96.58203125","96.58203125","96.58203125"
"13692618","1122","1122","1122","94.7368392944336","94.7368392944336","94.7368392944336","","","","","",""
"13712833","","","","","","","1074","1074","1074","97.3850326538086","97.3850326538086","97.3850326538086"
"13715249","1124","1124","1124","92.11356353759766","92.11356353759766","92.11356353759766","","","","","",""
"13736038","1126","1126","1126","91.65247344970703","91.65247344970703","91.65247344970703","","","","","",""
"13739328","","","","","","","1076","1076","1076","95.4091796875","95.4091796875","95.4091796875"
"13762047","1128","1128","1128","92.3504867553711","92.3504867553711","92.3504867553711","","","","","",""
"13768847","","","","","","","1078","1078","1078","96.34906768798828","96.34906768798828","96.34906768798828"
"13783862","1130","1130","1130","89.98410034179688","89.98410034179688","89.98410034179688","","","","","",""
"13796887","","","","","","","1080","1080","1080","95.69377899169922","95.69377899169922","95.69377899169922"
"13809586","1132","1132","1132","93.50282287597656","93.50282287597656","93.50282287597656","","","","","",""
"13823415","","","","","","","1082","1082","1082","95.66968536376953","95.66968536376953","95.66968536376953"
"13832656","1134","1134","1134","92.46467590332031","92.46467590332031","92.46467590332031","","","","","",""
"13846137","","","","","","","1084","1084","1084","95.23809814453125","95.23809814453125","95.23809814453125"
"13851300","1136","1136","1136","90.82218170166016","90.82218170166016","90.82218170166016","","","","","",""
"13876186","1138","1138","1138","93.24116516113281","93.24116516113281","93.24116516113281","","","","","",""
"13877001","","","","","","","1086","1086","1086","96.79054260253906","96.79054260253906","96.79054260253906"
"13901029","1140","1140","1140","92.56449127197266","92.56449127197266","92.56449127197266","","","","","",""
"13901998","","","","","","","1088","1088","1088","96.459228515625","96.459228515625","96.459228515625"
"13924200","1142","1142","1142","91.56050872802734","91.56050872802734","91.56050872802734","","","","","",""
"13929034","","","","","","","1090","1090","1090","97.35234069824219","97.35234069824219","97.35234069824219"
"13947154","1144","1144","1144","91.20879364013672","91.20879364013672","91.20879364013672","","","","","",""
"13959271","","","","","","","1092","1092","1092","97.14779663085938","97.14779663085938","97.14779663085938"
"13972868","1146","1146","1146","91.62995910644531","91.62995910644531","91.62995910644531","","","","","",""
"13986907","","","","","","","1094","1094","1094","96.4112548828125","96.4112548828125","96.4112548828125"
"13995325","1148","1148","1148","94.26751708984375","94.26751708984375","94.26751708984375","","","","","",""
"14009918","","","","","","","1096","1096","1096","94.07069396972656","94.07069396972656","94.07069396972656"
"14024837","1150","1150","1150","91.98473358154297","91.98473358154297","91.98473358154297","","","","","",""
"14038102","","","","","","","1098","1098","1098","95.13761138916016","95.13761138916016","95.13761138916016"
"14049884","1152","1152","1152","91.84861755371094","91.84861755371094","91.84861755371094","","","","","",""
"14067487","","","","","","","1100","1100","1100","96.1296157836914","96.1296157836914","96.1296157836914"
"14081251","1154","1154","1154","92.89099884033203","92.89099884033203","92.89099884033203","","","","","",""
"14096279","","","","","","","1102","1102","1102","96.55172729492188","96.55172729492188","96.55172729492188"
"14110123","1156","1156","1156","95.57640838623047","95.57640838623047","95.57640838623047","","","","","",""
"14126833","","","","","","","1104","1104","1104","97.96640014648438","97.96640014648438","97.96640014648438"
"14137891","1158","1158","1158","94.30052185058594","94.30052185058594","94.30052185058594","","","","","",""
"14157390","","","","","","","1106","1106","1106","96.96969604492188","96.96969604492188","96.96969604492188"
"14169547","1160","1160","1160","94.2652359008789","94.2652359008789","94.2652359008789","","","","","",""
"14186412","","","","","","","1108","1108","1108","96.3336410522461","96.3336410522461","96.3336410522461"
"14198559","1162","1162","1162","93.125","93.125","93.125","","","","","",""
"14213420","","","","","","","1110","1110","1110","96.90222930908203","96.90222930908203","96.90222930908203"
"14225137","1164","1164","1164","92.09809112548828","92.09809112548828","92.09809112548828","","","","","",""
"14246637","","","","","","","1112","1112","1112","96.07023620605469","96.07023620605469","96.07023620605469"
"14249264","1166","1166","1166","88.88888549804688","88.88888549804688","88.88888549804688","","","","","",""
"14270849","","","","","","","1114","1114","1114","96.08050537109375","96.08050537109375","96.08050537109375"
"14275311","1168","1168","1168","94.41260528564453","94.41260528564453","94.41260528564453","","","","","",""
"14297943","1170","1170","1170","95.27687072753906","95.27687072753906","95.27687072753906","","","","","",""
"14300842","","","","","","","1116","1116","1116","97.60368347167969","97.60368347167969","97.60368347167969"
